name,text_type
可爱的中国,剧情 传记 战争
胭脂霸王 ,剧情 古装
前任预告片,喜剧 动画 短片 奇幻
HD初心,剧情
娱乐专题光阴的故事贾冰欢乐喜剧人,真人秀
虚拟实惊,科幻 悬疑 惊悚 犯罪
你是我的菜,剧情 喜剧
神秘博士 第九季 ,剧情
军情解码 ,战争 真人秀
小时,剧情 动作 惊悚 战争
伤不起的青春 ,剧情 爱情
 生活麻辣烫 熊孩子两个半,喜剧
孤战,剧情 战争
宝贝第集,动画
标清 赛季德甲联赛第轮 沙尔克VS多特蒙德 ,纪录片
大丈夫 ,剧情 喜剧
监守之盗,奇幻 冒险
东方卫视,音乐 真人秀
追寻假货之源,剧情 爱情 音乐 传记 历史
HD刀锋下的替身new,剧情 犯罪
绝命后卫师,剧情 战争
桌球天王国语版,剧情 爱情
万物理论,剧情 爱情 传记
标清 电影破坏者美国,剧情 动作 惊悚 犯罪
金玉良缘,喜剧 爱情
刀光枪影,剧情
HD我在故宫修文物二可爱的中国纪实,纪录片
我的铁血金戈梦,剧情
大秦帝国之崛起,剧情 历史
喜羊羊与灰太狼之智趣羊学堂 下部 ,动画 儿童
绝命攻击,惊悚
生活有点甜,剧情 喜剧 家庭
使徒行者国语版,剧情 动作 犯罪
洗冤录第一部国语版,爱情 武侠 古装
战斗王之飓风战魂 ,动画
队列之末 ,剧情 动作 战争
我和我的兄弟恩 ,剧情 爱情 家庭
新闻直播间,剧情 悬疑 犯罪
夸世代国语版,剧情 喜剧
生机无限,纪录片
极地营救,剧情
星推荐,脱口秀
天下足球  贝肯鲍尔：君临天下,剧情 动画 历史 武侠 古装
火线三兄弟,剧情
熊出没之欢乐对对碰,喜剧 动画 儿童 冒险
迈阿密风云,剧情 动作 惊悚 犯罪
HD小草青青,剧情
大秧歌,剧情
三擒亡命人,剧情 喜剧 爱情
HD娱乐专题评委特烦恼巫启贤李菁第三集跨界喜剧王第一季娱乐,喜剧 脱口秀
开心剧场女汉子,剧情 喜剧
HD神探夏洛克第二季原声版,剧情 悬疑 犯罪
HD我在黑社会的日子国语版,剧情 犯罪
HD娱乐专题爸爸孙涛欢乐喜剧人,真人秀
上海王国语版,剧情 动作 爱情
数码宝贝第一部,动画 儿童
新闻加,剧情
宇宙时空之旅第集,纪录片
青春有搏击娱乐,真人秀
新四大名捕 ,剧情 动作 犯罪
新名侦探柯南V,动画 悬疑
 生活麻辣烫 我不做单身狗,喜剧 动作
小品虎妈,剧情 爱情 家庭
圣域第二季 ,科幻
国剧演义,音乐 歌舞
 生活麻辣烫 天上掉下个林妹妹,剧情 喜剧 家庭
我在故宫修文物二可爱的中国纪实,纪录片
非凡的公主希瑞 ,动作 科幻 动画 家庭 冒险
私房钱第集,剧情 犯罪
格林第二季 ,剧情 惊悚 奇幻
和婆婆一起出嫁 ,剧情
奔跑吧Ⅰ,真人秀
抗日奇侠,剧情 战争
神精学妹第一季第集,剧情 喜剧 爱情
沙海老兵,剧情
HD知青家庭,剧情 爱情
争霸国语版,动画 冒险
战地狮吼,剧情 战争
大秦帝国之崛起new,剧情 历史
金婚,剧情 家庭
绝代双骄国语版,剧情 悬疑 惊悚
太行英雄传,剧情 战争
HD狐妖小红娘,动画
与龙同行 ,剧情 喜剧
HD鸡毛飞上天第集,剧情
追击者new,剧情 动作 犯罪
马向阳下乡记第集,剧情
超时空男臣国语版,喜剧
间隔八分钟,脱口秀
生命时速紧急救护,纪录片
互联网上的色诱,剧情 爱情 悬疑 同性
电影摇摆De婚约,剧情 喜剧
HD神机妙算刘伯温,剧情
比得兔第二季,喜剧 动画 冒险
布袋和尚国语版,奇幻 古装
奔跑吧先导片,真人秀
前目的地,科幻 悬疑
昆虫的进化上,纪录片
HD格林第四季原声版,奇幻 冒险
爱与恨 失控,纪录片 音乐
霹雳谜城之九轮异谱 ,奇幻 武侠 古装
小瑞与大魔王 ,动画 儿童
乐高幻影忍者,喜剧 动作 动画 冒险
蚁族的奋斗 第集,剧情 爱情
搜下留情国语版,剧情 爱情
古灵精探国语版,喜剧 犯罪
悲伤情缘,剧情
时尚中国,喜剧 爱情
生财有道,剧情 喜剧
极限挑战娱乐,真人秀
米妮宠物美容院：米奇宝贝disney英文,喜剧 动画 短片
开心剧乐部,喜剧 真人秀
雷霆扫毒国语版,剧情 动作 犯罪
那年花开月正圆 ,剧情 古装
HD火影忍者疾风传剧场版：失落之塔原声版,动画
 冷暖人生 回不去的过去上,喜剧 爱情
夺命金剑国语版,冒险
财神客栈,喜剧 动作 悬疑 古装
游走世界世界美食之旅越南,纪录片
雷霆战警 ,动作
游击英雄,剧情 战争
米兰罗马迫近尤文,喜剧
你是我兄弟,剧情 家庭
HD平安谷之诡谷传说国语版,剧情 悬疑 犯罪
格林第三季 ,剧情 恐怖 奇幻
电影与时尚同居,喜剧 爱情
全职高手周周见第集,剧情 动画
HD凡人的品格,剧情 爱情
HD杉杉来了,剧情 爱情
流星蝴蝶剑 第集,爱情 武侠 古装
向幸福前进,剧情 家庭
封神榜TVB版国语版,剧情 古装
回到火星,剧情 爱情 科幻 冒险
功夫兔与菜包狗TV版 ,喜剧 动画 短片
林海雪原new,动作 战争 冒险
金身将军王政柱,剧情 战争
生死兄弟情第集,剧情 动作 战争
朝闻天下,脱口秀
HD特种兵之火凤凰 第集,剧情
情迷黑森林国语版,剧情 喜剧 爱情
一条狗的罪与罚,剧情 喜剧 家庭
格林第一季 ,悬疑 奇幻
辛亥革命 ,剧情 历史
张保仔国语版,纪录片
 冷暖人生 暗影下,剧情 战争
阿尔法狗LeeVS阿尔法狗Zero,剧情 犯罪
HD心如铁,剧情 悬疑
越狱 第季 ,喜剧 爱情
中国诗词大会Ⅲ,真人秀 脱口秀
凡人的品格,剧情 爱情
魔都风云此时此刻,剧情 爱情
百家讲坛,剧情
表情奇幻冒险,喜剧 动画 冒险
爸爸别哭 ,剧情 家庭
飞虎第二部国语版,喜剧 恐怖
买来的媳妇,剧情 喜剧
魔晶猎人 ,动画
少年骇客第三季,科幻
郑和下西洋 ,传记 历史 古装
夕阳红,剧情 家庭
军事纪实,纪录片 战争
小时代 ,剧情 喜剧 爱情
人间至味是清欢,剧情 爱情
龙门镖局第集,喜剧 古装
HD飞虎队大营救第集,动作 科幻 冒险
识骨寻踪第八季 ,剧情 爱情 悬疑 犯罪
CSI 第季 ,剧情 悬疑 惊悚 犯罪
特警力量,剧情
红娘子,爱情 战争
航海王之佐乌篇,动画
女王驾到 ,剧情 爱情
逆转王牌,剧情 惊悚 犯罪
小品聪明的小明,动画
HD我瞒结婚了国语版,剧情
标清 电影X战警天启美国,动作 科幻 奇幻 冒险
武当虹少年 ,剧情 动画 儿童
无厘头科学研究所寰宇地理纪实,纪录片
电影最后一吻美国,剧情
神龙斗士第三部 ,动作 科幻 冒险
荡寇风云国语版,动作 传记 历史 战争 古装
乡村爱情下 ,剧情 喜剧
我的继父是偶像,剧情 喜剧
养女 ,家庭
璀璨人生 ,剧情 爱情 家庭
铁马战车国语版,剧情
背着奶奶进城魔都风云,剧情 爱情
恐怖宠物店 ,动画 悬疑 恐怖 奇幻
 生活麻辣烫 这个买家有点怪,剧情 喜剧 动作 爱情 短片
直播室商用,剧情 喜剧 爱情
纪实新闻奋进新时代强军新征程切实担当起新时代军队使命任务,动画 冒险
天国牧民,剧情
神探狄仁杰第一部,剧情 悬疑 古装
麻醉风暴第集,剧情
星猫侦探 ,喜剧 动画
不健不散,喜剧 爱情
第八届北京国际电影节开幕式晚会,剧情 情色 同性
HD山海经之赤影传说第集,奇幻 古装
海棠依旧,剧情 传记
HD鸡毛飞上天,剧情
HD武神赵子龙第集,音乐 舞台艺术
 凡人有喜 J甜的恋曲,剧情 爱情
文明密码,纪录片
新版 鼹鼠的故事 ,动画
猎场,剧情
大染坊,剧情
康熙王朝new,剧情 爱情 传记 历史
HD花千骨,剧情 爱情 奇幻 古装
电影暴力街区法国,动作 科幻
HD三个女人一个因国语版,爱情
俺爹是卧底,剧情
HD遇见王沥川,剧情 爱情
硬币大盗,剧情 动作 悬疑
星球大战：原力觉醒,动作 科幻 冒险
HD大宅门NEW,剧情 爱情 家庭 传记 历史
小楼又东风,剧情 爱情
幽灵党,动作 惊悚 冒险
大宋传奇之赵匡胤,剧情 历史
熊爸熊孩子预告,剧情 家庭
求婚大作战第集,剧情 爱情 奇幻
 冷暖人生 暗影上,剧情 战争
快餐车国语版,喜剧 爱情
江湖情,剧情 动作 惊悚 犯罪
养生堂,真人秀
精品财经纪录坦克大战,纪录片
江城警事 ,剧情 犯罪
反贪风暴国语版,剧情 犯罪
对话,剧情 悬疑 惊悚
午夜惊魂路国语版,惊悚 恐怖
不期而遇,喜剧 爱情
包青天国语版,剧情 悬疑 古装
大唐玄奘,历史
HD因为遇见你,剧情 爱情
HD变身国王上学记,喜剧 动画 家庭 奇幻 冒险
歧路兄弟 ,剧情 爱情 悬疑 家庭 犯罪
十二猴子 第二季 ,剧情 科幻 悬疑 惊悚 冒险
对决上,剧情 悬疑 惊悚
百战经典,纪录片 历史
火力少年王之传奇再现续集 ,动画
HD特种兵之霹雳火第集,剧情 动作 战争
唐山大兄国语版,动作
小情书,剧情 爱情
比得兔第一季,喜剧 动画 冒险
全职猎人 ,喜剧 动画 冒险
Free第二季 ,剧情 动作 动画
徽州情缘国语版,喜剧 爱情
双喜盈门 ,喜剧
一夜疯狂,剧情 喜剧 爱情
甜蜜夹心合辑,喜剧 动画 短片 奇幻
两妻时代国语版,喜剧 爱情 家庭
怒火街头,剧情 爱情 犯罪
健康养生,真人秀
剧场,剧情 爱情 历史
零下三十八度第集,剧情 悬疑
铁齿铜牙纪晓岚第四部,剧情 喜剧 古装
 冷暖人生 花恋上,剧情 战争
奇异博士,动作 奇幻 冒险
 生活麻辣烫 父爱如山,剧情 家庭
永不回头 ,动作 犯罪
火力少年王之传奇再现,动画
HD谈判官第集,音乐 舞台艺术
人与自然,动画 短片
小黄人大眼萌,喜剧 动画
圣域第一季 ,剧情 奇幻
阿里巴巴年会,喜剧 动画 冒险
亲亲宝贝剧场,纪录片
汪苏泷惊艳开口,剧情 惊悚
睡衣小英雄 ,动画 儿童 冒险
重见天日原声版,剧情 音乐
走遍中国,纪录片
电影蛋糕上的樱桃法国意大利,剧情 爱情 情色
结婚为什么 ,剧情 爱情
亲家过年,喜剧 家庭
消防员山姆第二季,剧情 动画
HD微微一笑很倾城,剧情 爱情
标清 电影功夫世家,纪录片
中国经济有信心,音乐 真人秀
标清 初吻,喜剧 爱情
攻心 ,剧情 历史
电影异形大战阿凡达美国,科幻
伸冤人,动作 惊悚 犯罪
小戏骨八仙过海 ,剧情 儿童 奇幻
大好时光 ,剧情 爱情
独山桥上寻真相,剧情 悬疑 惊悚
铠甲勇士铠传,动画 战争
HD夜闯寡妇村国语版,悬疑 惊悚
一个强盗都不留,剧情 悬疑 犯罪
家庭幽默录像,喜剧 真人秀
HD武林外传第集,音乐 舞台艺术
银河剧场,科幻
折翼,剧情 家庭
三个孬家伙,喜剧
天线宝宝第二季,儿童
楚乔传,剧情 爱情 古装
猪猪侠第五部,剧情 动画 历史 武侠 古装
木奇灵之圣天灵种,动画
火影忍者II,动作 动画 冒险
超神学院之黑甲第集,剧情 科幻 动画 音乐 战争 冒险
利箭行动,动作 爱情 战争
加油爱人 TV版 ,剧情 动画 悬疑 犯罪
HD双刺,剧情 悬疑
标清 电影赛尔号大电影 雷神崛起,剧情 动画 儿童 冒险
一天,剧情 爱情
火枪手 第季 ,动作 爱情 冒险
长江七号,喜剧 科幻
 生活麻辣烫 七十二家房客,喜剧
大胃王惊呆众人,真人秀
HD唐伯虎点秋香国语版,喜剧 爱情 古装
女人有话说,真人秀
幸福起航,剧情 爱情
识法代言人国语版,剧情
HD窃听风云,剧情 动作 悬疑 犯罪
嘻哈闯世界奇幻天空岛,动画 儿童 奇幻
回看黄岩宋墓发掘记二探索发现纪实,纪录片
激战,剧情 动作 运动
樱桃小丸子第一季 ,剧情 喜剧 动画 家庭
我不在那儿,剧情 音乐 传记
每日新闻报,喜剧 脱口秀
一双绣花鞋new,剧情 悬疑
漂亮的李慧珍  第集,喜剧 爱情
娱乐专题地铁故事常远欢乐喜剧人,喜剧
如果我爱你 DVD版 ,剧情 爱情
九州海上牧云记 ,剧情 奇幻 古装
HD妙警贼探第五季原声版,剧情 喜剧 犯罪
湖北卫视,音乐 歌舞 脱口秀
HD人间至味是清欢,剧情 爱情
汪汪队立大功II,动作 动画 儿童 冒险
自然,纪录片 家庭
大风车,儿童
零速争霸,动画 儿童 冒险 运动
动画梦工场,剧情 喜剧 爱情
国宝档案,纪录片
填满,剧情
恋爱排班表,喜剧 爱情
反转人生,喜剧 奇幻
暖爱new,剧情 爱情
中国好乐对重庆,音乐 真人秀
玩命速递重启之战,动作 惊悚 犯罪
致青春 ,剧情 爱情
老公们的私房钱 ,剧情 喜剧
怒放,剧情 爱情 音乐
喊山,剧情 爱情 犯罪
女超人第一季第集,动作 奇幻 冒险
青春期撞上更年期 ,剧情 爱情 家庭
乡村爱情上 ,剧情 喜剧
中国达人秀,纪录片 音乐 歌舞 舞台艺术
HD东风破,剧情
平民英雄,真人秀
重回十七岁,爱情
换了人间,剧情
双枪李向阳,剧情
铁血尖刀,剧情
我爱运动合辑,剧情 喜剧 传记 运动
空降,惊悚 恐怖
洛杉矶捣蛋计划,喜剧 家庭
魔幻车神第一部 ,动画 家庭 儿童
柔道龙虎榜国语版,剧情
HD美国谍梦第一季原声版,剧情
少儿原创命运石之门剧情,剧情 科幻 动画
快乐的后合辑,喜剧 动画 短片 奇幻
犯罪心理第四季 ,剧情 悬疑 惊悚 犯罪
菜园子张青,剧情 传记
摇滚萝莉,动画
 生活麻辣烫 爱情套路深,剧情 爱情
百变小樱,喜剧 动作 动画 冒险
热门动画,动画 运动
咸蛋超人,剧情 动作 科幻 奇幻
 冷暖人生 夜空中最亮的星下,剧情 爱情
超变战陀,科幻 动画
八仙的传说,古装
他到底是谁下,悬疑 惊悚 恐怖
识骨寻踪第一季 ,剧情 爱情 悬疑 犯罪
江湖龙虎斗国语版,动作 犯罪
御姐归来,剧情 爱情
心花路放国语版,喜剧 爱情
HD过界,剧情 喜剧 爱情 犯罪
谈判官TV版,剧情 爱情
边关烽火情,剧情 爱情
破坏者,剧情 动作 惊悚 犯罪
HD通职者,剧情 动画 犯罪 奇幻
奥特银河大怪兽之战 ,冒险
娱乐专题空城计李玉刚杨树林第四集跨界喜剧王第一季娱乐,喜剧 脱口秀
不懂撒娇的女人国语版,剧情 喜剧 爱情
你的手心没有我,剧情 爱情 同性
标清 智慧树 ,剧情
蜡笔小新第七部,喜剧 动画 家庭
兔小蛋过家家 ,喜剧 动画 冒险
闪光少女,喜剧 音乐
西游记,剧情 动作 奇幻 冒险 古装
探索,纪录片
巨神战击队之空间战击队,剧情 科幻
网球王子第二部 ,剧情 爱情
三十定律第集,剧情 爱情
人教版小学数学年级下册版第单元 小数的意义和性质第课时,动画
爱就爱了new,喜剧 爱情 同性
恋爱中的维多利亚,剧情 爱情 传记 历史
超变战陀 ,科幻 动画
欧布奥特曼剧场版赐予我羁绊之力吧,动作 科幻
范府大院new,剧情 家庭
标清 忍者神龟：破影而出,喜剧 动作 科幻 冒险
壮丁也是兵,剧情 战争
熊出没之年货 ,动画
小品郭县令判案,喜剧 古装
疯狂小糖Ⅳ,动画
饮食男女,剧情 家庭
超级大英雄第集,喜剧 爱情 奇幻
 冷暖人生 爱影浮沉上,纪录片 传记
匠心 第一季 ,真人秀
电影丛林大反攻美国,喜剧 动画 家庭 冒险
小马宝莉第三季,喜剧 动画 冒险
 凡人有喜 我其实不挑剔,剧情 爱情
蜀山传国语版,动作 奇幻 武侠 古装
盲约,剧情 喜剧 爱情
HD熊爸熊孩子,剧情 家庭
新名侦探柯南I,动画 悬疑
第十五集娱乐三兄弟娱乐,纪录片 音乐 家庭
功夫熊猫,喜剧 动作 动画 冒险
危险关系,剧情 爱情
超自然调查组 ,剧情 悬疑 惊悚 恐怖 奇幻
暗度陈仓,喜剧 犯罪
熊出没之奇幻总动员,动画 儿童
战斗王之飓风战魂第三季,动画
小马宝莉,喜剧 动画 家庭 儿童 奇幻
超级小熊布迷,动画 家庭 儿童 冒险
搜神传国语版,古装
HD最好的安排,剧情 爱情
乐高星球大战费明克银河探险,家庭
动画剧场,动画
HD小公主苏菲亚第二季NEW,动画 家庭 儿童 奇幻
百变布鲁可,儿童
HD娱乐专题新如此包装费玉清白凯南第二集跨界喜剧王第一季娱乐,喜剧 脱口秀
神秘情侠,喜剧 奇幻 武侠
HD完美搭档娱乐,犯罪
哆啦A梦第四部,动画 奇幻 冒险
如果国宝会说话,纪录片
我是特种兵之利刃出鞘,剧情
最强战士迷你特工队 ,动画
文化十分,纪录片 真人秀
事故后的十二分钟,喜剧
 凡人有喜 我的女儿你能接受吗,剧情
浙江第一悬案上,剧情
HD蜀山战纪踏火行歌 第集,奇幻 武侠 古装
螺丝钉第二季,动画
极限挑战Ⅰ,真人秀
名侦探柯南XII,动画 悬疑
与爱共舞,剧情 奇幻 冒险
百变马丁,儿童
标清 九条命,喜剧 家庭 奇幻
梦想改造家Ⅳ,真人秀
TICO动漫星球,科幻 动画
小小智慧树,剧情
成长的烦恼第一季第集,喜剧 家庭
跟我回家,剧情 家庭
疯狂原始人 ,喜剧 动画 冒险
人间至味是清欢 ,剧情 爱情
导视,喜剧 动作 奇幻 冒险 武侠 古装
来来来,剧情 喜剧
呜咪,动画 儿童
忍者神龟国语,喜剧 动作 科幻 冒险
无尽的圣战,科幻
江苏卫视,歌舞
大家的大法师之旅P,喜剧 动作 冒险
HD夏至未至 第集,剧情 爱情
傲慢与偏见,剧情 爱情
猪八戒下凡,剧情 喜剧 武侠 古装
我的博士老公 ,剧情 喜剧
咖哩咖哩,惊悚 恐怖 犯罪
看个球 ,喜剧 动画 短片 儿童 运动
X战警,动作 科幻 冒险
新成龙历险记Ⅱ,动画 儿童 冒险
HD美国黑帮原声版,剧情 惊悚 犯罪
骡子和金子,剧情 传记 历史 战争
那一场呼啸而过的青春第集,剧情 爱情
夏有乔木 雅望天堂,爱情
蜡笔小新第六部,喜剧 动画
追梦小海豚,动画 家庭 冒险
人气暴暴牙,剧情 悬疑 犯罪
变形警车珀利 交通安全篇,动画
海底小纵队第四部特别篇,动画 儿童 奇幻
回声嘹亮  重温时代经典 唱响回声嘹亮,真人秀
劲爆体育,动作
螺丝钉第一季,动画
远征远征,剧情 战争
猪猪侠之超星萌宠Ⅲ,喜剧 动画 奇幻
欧布奥特曼英雄传 ,动作 科幻
包公奇案之怒铡公孙 ,剧情 古装
第五波,动作 科幻 惊悚 冒险
猫和老鼠第二部,喜剧 动画 家庭
小鸡彩虹第一季,动画
HD嫌疑人X的献身国语版,剧情 悬疑 犯罪
小猪佩奇 第五季 ,儿童
大耳朵图图Ⅳ,喜剧 动画 冒险
HD侦探们的镇魂歌国语版,动画 悬疑
哆啦A梦第六部,动画 奇幻 冒险
相声给我个机会,剧情
叶问宗师传奇,动作 传记 历史
中国音乐电视,真人秀
意外,惊悚
海豚的故事,剧情 家庭
木奇灵之绿影战灵 ,动画
 生活麻辣烫 一个人的火锅下,剧情 喜剧 悬疑
电影好景当前美国,剧情 喜剧 爱情
相声西游朋友圈,剧情
法治进行时,真人秀
猫和老鼠第一部,喜剧 动画 家庭
信者无敌,剧情
重播重庆新闻联播,纪录片
故事比赛下巧虎剧场,动作 动画 冒险
女足亚洲杯半决赛中国日本,短片
阿甘妙世界第一季,喜剧 动画
a  a  e            下,剧情 喜剧
 冷暖人生 血亲上,剧情 战争
宝宝巴士之熊猫奇奇 ,动画 家庭 奇幻 冒险
熊出没之奇幻空间,动画 儿童
幸福的一家合辑,喜剧 动画 短片 奇幻
哈喽葡星人 ,儿童
HD双肥临门国语版,喜剧
托马斯和他的朋友们 第三季 ,动画 短片 儿童
变形警车珀利 ,动画
蓝海暮色 第一季 ,剧情 犯罪
爱探险的朵拉,儿童
记住乡愁Ⅲ,纪录片
怪物史莱克,喜剧 动画 家庭 奇幻 冒险
HD赛罗奥特曼英雄传,动作
三国,剧情 历史 战争
变形金刚,动作 科幻
如果的事原声版,剧情 喜剧 爱情
默默无闻幕后真英雄,剧情
海底小纵队第一部,动画
饼干警长Ⅲ,动画
逃之夭夭预告片,喜剧 动画 短片 奇幻
春日对对碰,喜剧 动画 儿童 冒险
消防员山姆第二季TV版 ,剧情 动画
德云三逗士,喜剧
HD小萝莉的猴神大叔原声版,剧情 喜剧 动作
龙之谷破晓奇兵,动画 奇幻 冒险
马丽 王宁祝你幸福,短片
HD铠甲勇士捕王国语版,动作 动画 奇幻 冒险
HD羞羞的铁拳国语版,喜剧 奇幻
冬荫功：拳霸天下,动作 犯罪
海底小纵队第二部,动画
美美家庭剧场,剧情 爱情
火力少年王之悠风三少年,剧情 运动
小旋风柴进之簪花请命,动作 武侠
与狼共舞Ⅱ,剧情 西部 冒险
开心超人联盟之超时空保卫战 ,动画
少年骇客终极英雄第一季,科幻
美食大冒险第一季,纪录片
小萝莉的猴神大叔,剧情 喜剧 动作
逆战,剧情 动作 惊悚 犯罪
战狼传说,剧情 动作
小品女婿上门,真人秀
超级为什么第二季,动画 家庭
HD建国大业R国语版,情色
东方之珠国语版,剧情
钢的琴 ,剧情 喜剧
好景当前,剧情 喜剧 爱情
宝宝巴士启蒙音乐剧之恐龙世界 ,动画 音乐 儿童
铁血骑警国语版,剧情 犯罪
直播室,剧情 喜剧 爱情
艾斯奥特曼,动作
赛罗奥特曼英雄传,科幻
利刃出击 ,剧情 犯罪
飞天小女警第二季,喜剧 动画 儿童
CMFU学院王子碰碰球第集,剧情 动画 运动
好想告诉你 ,爱情 动画
最后的四十八小时,剧情 喜剧 动作 惊悚 犯罪
咿呀咿呀,儿童
米菲第四季D动画米菲和朋友们 ,动画
超级无敌羊咩咩电影版,喜剧 动画 冒险
小猪佩奇第二季,喜剧 动画 家庭
咱家军情直播间,战争
少年锦衣卫 第一季 ,动画 武侠
HD生死回放,剧情 动作 动画
经典剧场,剧情 科幻 动画
姐妹兄弟 ,剧情 爱情
小公主第一季,剧情
弈棋耍大牌,剧情 动作 传记
电影约会行不行西班牙,喜剧 动作 冒险
HD影讯环太平洋雷霆再起观影指南,动作 科幻 冒险
大头儿子小头爸爸 ,动画
哆啦A梦大雄的南极冰冰凉大冒险,动画 冒险
企鹅家族第二季,动画 家庭
民歌中国乡音未改,纪录片 音乐 历史 脱口秀
远山的红叶 ,剧情 传记
小鸡特工队 ,动作 惊悚 冒险
梦比优斯奥特曼奥特兄弟,动作 科幻 奇幻
愤怒的小鸟,喜剧 动画 冒险
老爹的非城勿扰 ,家庭
HD铁马寻桥国语版,剧情
宾果连连看,儿童
郑成功 ,历史 战争
 冷暖人生 如影随形下,剧情 战争
汪汪队立大功第三季 ,动作 动画 儿童 冒险
浪漫天降,喜剧 爱情
HD一树桃花开,剧情 家庭
草莓甜心第一季,剧情 喜剧 爱情 运动
超神游戏 ,动画
赛罗奥特曼格斗第一季OVA版 ,动作
建筑师,剧情
彩虹小马 小马国女孩友谊运动会,动画
鼠来宝预告片,喜剧 动画 音乐 奇幻 冒险
HD我的铁血金戈梦,剧情
HD父亲的身份,剧情 悬疑
天津卫视,真人秀
孟非揭秘头发去哪儿了,喜剧 爱情 犯罪
新名侦探柯南VII,动画 悬疑
小明和他的小伙伴们,喜剧
大风车 ,儿童
安徽卫视,音乐 歌舞
校花攻略 ,爱情
法治中国 第三集 依法行政HD,动画 短片
我是哪吒,剧情 动画
洛克王国大冒险III,动画
溏心风暴国语版,剧情
自然大观,纪录片
太乙仙魔录之灵飞纪第二季 ,剧情 动画 奇幻 武侠 古装
少年骇客第二季,科幻
HD麻雀第集,剧情 犯罪
喜羊羊与灰太狼之智趣羊学堂,动画 儿童
不谈爱情 ,家庭
梦比优斯奥特曼,动作
 生活麻辣烫 王子变青蛙,剧情 喜剧 爱情 歌舞
新名侦探柯南III,动画 悬疑
夜半凶铃,悬疑 恐怖
明星欢乐汇,喜剧 歌舞 真人秀
电影最后的假期美国,剧情 喜剧 冒险
我们生活的年代 ,剧情 爱情
极限挑战第二季  ,真人秀
一村之长之皆大欢喜,剧情 喜剧
我最好朋友的婚礼国语版,喜剧 爱情
小马宝莉第二季,喜剧 动画 冒险
王源赵英俊合作演绎,真人秀
指尖上的传承之贺氏针灸,纪录片
活在朋友圈,剧情
百变布鲁可 ,儿童
史酷比舞台风波,动画
画魂,剧情 爱情 传记
巴啦啦小魔仙真人版,儿童 奇幻 冒险
神秘的房间可爱巧虎岛,剧情 动画
HD大宋提刑官new,剧情 悬疑 历史 古装
哆啦A梦第九部,动画 奇幻 冒险
暖暖的味道,纪录片
包里的秘密,剧情 悬疑
逗逗迪迪之酷比侦探,动画
中国民歌大会,真人秀
生化危机：终章,动作 科幻 恐怖
超级飞侠第一季NEWNEW,动画
广东卫视,脱口秀
荒野猎人,剧情 惊悚 冒险
